time,motor_voltage,qei.omega,qei.theta
3.382,4.248359203,0,1.687151313
3.387,4.238389492,0,1.69021976
3.392,4.230035305,0,1.693595052
3.398,4.221639633,0,1.697277188
3.404,4.211509705,1.533980846,1.70126617
3.41,4.201319695,0,1.704948306
3.415,4.19107008,1.533980846,1.708323598
3.421,4.182483196,0,1.712312579
3.426,4.172124386,0,1.715687871
3.432,4.163446903,0,1.719063163
3.437,4.152979374,0,1.722438455
3.442,4.144211769,1.533980846,1.725813627
3.446,4.135402679,1.533980846,1.728268385
3.45,4.126553059,0,1.731029987
3.456,4.11944437,0,1.734712124
3.461,4.110521317,0,1.73839426
3.467,4.101558208,1.533980846,1.741462708
3.472,4.092554092,0,1.744531035
3.476,4.083509922,0,1.747292638
3.481,4.07442522,1.533980846,1.75066793
3.488,4.065300465,0,1.754656672
3.494,4.054297924,0,1.758338809
3.499,4.041388512,0,1.762020946
3.505,4.03026104,0,1.765089393
3.511,4.020944595,1.533980846,1.769385219
3.517,4.009712696,1.533980846,1.773067355
3.523,3.996536255,0,1.776135802
3.528,3.987077236,3.067961693,1.77981782
3.537,3.975674629,1.533980846,1.785341024
3.546,3.960383177,0,1.79025054
3.555,3.943060637,0,1.794546366
3.562,3.927556992,0,1.798842072
3.569,3.911954165,1.533980846,1.803137779
3.576,3.898220539,0,1.80712676
3.583,3.884411335,0,1.811422586
3.591,3.870527267,1.533980846,1.816332102
3.601,3.854568005,1.533980846,1.821855307
3.61,3.836497307,0,1.827071548
3.62,3.81627512,0,1.832594752
3.628,3.795902252,0,1.836890578
3.634,3.779495955,0,1.840572715
3.641,3.767128468,0,1.843641162
3.647,3.754707575,0,1.84670949
3.652,3.742233276,0,1.849471092
3.657,3.731797218,0,1.851925731
3.661,3.721324682,0,1.854687333
3.668,3.710815191,1.533980846,1.858062625
3.673,3.696040392,1.533980846,1.861437917
3.681,3.685443163,1.533980846,1.865733743
3.688,3.668412209,1.533980846,1.869109035
3.695,3.6534338,1.533980846,1.873098016
3.701,3.638385057,0,1.876473308
3.708,3.623265743,1.533980846,1.879541755
3.713,3.612423182,0,1.882610202
3.719,3.599365234,1.533980846,1.885985494
3.726,3.584066391,1.533980846,1.888747096
3.73,3.570897818,0,1.891201854
3.735,3.559885025,0,1.893656611
3.74,3.548837423,0,1.896418214
3.746,3.537754536,0,1.898872972
3.75,3.526637077,1.533980846,1.901327729
3.755,3.517717838,1.533980846,1.903475642
3.759,3.506537437,0,1.90531671
3.764,3.495322704,0,1.907771468
3.77,3.486325979,1.533980846,1.910533071
3.775,3.472789526,0,1.913294554
3.781,3.461471558,1.533980846,1.916056156
3.788,3.447844982,1.533980846,1.919431448
3.794,3.431885242,0,1.92219305
3.8,3.418152571,0,1.925261497
3.806,3.4043715,1.533980846,1.928636789
3.812,3.390541792,0,1.931091547
3.818,3.374346495,0,1.933853149
3.825,3.362738371,0,1.936614752
3.831,3.346431255,1.533980846,1.939683199
3.836,3.332402229,1.533980846,1.942137957
3.842,3.320675135,0,1.94428587
3.846,3.306559324,0,1.946433783
3.851,3.297122717,0,1.948274851
3.855,3.285297632,0,1.950115919
3.859,3.275814295,0,1.952263832
3.864,3.263931036,0,1.9541049
3.868,3.254401207,1.533980846,1.956252813
3.874,3.244850636,0,1.958707571
3.88,3.230486631,1.533980846,1.961162329
3.885,3.216076851,0,1.963310242
3.89,3.204033613,1.533980846,1.964844465
3.896,3.191958666,0,1.967606068
3.9,3.179852486,1.533980846,1.969753981
3.905,3.165283442,0,1.971288204
3.91,3.155545712,0,1.973436117
3.914,3.143345594,1.533980846,1.97558403
3.919,3.133563042,0,1.977731943
3.926,3.121307135,0,1.980493546
3.932,3.104097366,0,1.982641459
3.936,3.08929801,0,1.984175682
3.94,3.079407454,1.533980846,1.98601675
3.945,3.067017078,0,1.987550974
3.949,3.057082891,0,1.989085197
3.952,3.047129154,0,1.990619421
3.956,3.037156582,0,1.9918468
3.96,3.027164459,0,1.993381023
3.964,3.017153502,0,1.994915247
3.968,3.007123232,0,1.996449471
3.972,2.997074127,0,1.997983694
3.977,2.987006187,0,1.999517918
3.982,2.976919174,0,2.001358986
3.986,2.964284182,0,2.002893209
3.991,2.954154968,0,2.004734278
3.996,2.941467285,1.533980846,2.006575346
4.002,2.928750515,0,2.008416414
4.008,2.913452387,0,2.010871172
4.014,2.898112774,1.533980846,2.01332593
4.02,2.882731915,0,2.015166998
4.026,2.867310286,0,2.017621756
4.032,2.851847887,0,2.019769669
4.037,2.836344719,0,2.021610737
4.044,2.823394775,0,2.024986029
4.054,2.800014734,0,2.027133942
4.061,2.779157162,0,2.029895544
4.069,2.760849237,0,2.031736612
4.075,2.739860296,0,2.033577681
4.083,2.72407341,0,2.036032438
4.092,2.700320244,0,2.038487196
4.098,2.679133892,0,2.040635109
4.106,2.660540342,0,2.042783022
4.112,2.641895294,0,2.044930935
4.119,2.625873089,1.533980846,2.047078848
4.125,2.607133389,0,2.048919916
4.132,2.588343382,0,2.05045414
4.139,2.569503069,0,2.051988363
4.144,2.553314924,0,2.053215742
4.15,2.539796829,1.533980846,2.05505681
4.157,2.523542166,0,2.056591034
4.163,2.504533052,0,2.058432102
4.169,2.49092555,1.533980846,2.059659481
4.173,2.471833706,0,2.060580015
4.178,2.460902452,1.533980846,2.062114239
4.184,2.447216749,0,2.063341618
4.189,2.430761814,0,2.064875841
4.194,2.414272547,0,2.06610322
4.2,2.403260469,0,2.067330599
4.204,2.386713982,0,2.068864822
4.209,2.372899532,0,2.069785357
4.214,2.36183095,0,2.071012735
4.22,2.3479743,0,2.072546959
4.225,2.331315517,0,2.073467493
4.23,2.317408085,1.533980846,2.075001717
4.236,2.303477764,0,2.076229095
4.241,2.286731482,0,2.076842785
4.246,2.272751331,0,2.077763319
4.25,2.261550903,0,2.078377008
4.255,2.24753046,0,2.079297543
4.259,2.236298084,0,2.080218077
4.264,2.219423056,0,2.081445456
4.271,2.208155632,0,2.08236599
4.276,2.188404083,0,2.083286524
4.281,2.174269676,0,2.084513903
4.288,2.16011405,0,2.085434437
4.293,2.14026022,0,2.086661816
4.299,2.123209476,0,2.08758235
4.306,2.108977795,0,2.089116573
4.312,2.089018345,0,2.090037107
4.318,2.071877956,0,2.090957642
4.323,2.054708242,0,2.091571331
