time,motor_voltage,qei.omega,qei.theta
3.378,-4.808532715,0,0.511420645
3.382,-4.835404396,-1.533980846,0.508352793
3.386,-4.86029768,0,0.505284942
3.39,-4.883197308,0,0.501910306
3.394,-4.90408802,-1.533980846,0.49853567
3.399,-4.922955513,-1.533980846,0.494240679
3.404,-4.943675041,0,0.490252472
3.409,-4.96118927,-1.533980846,0.486571051
3.414,-4.975475311,0,0.48288963
3.42,-4.986513138,0,0.479514993
3.424,-4.995445728,-1.533980846,0.476140357
3.429,-4.998774529,0,0.472458936
3.434,-4.999968052,0,0.4690843
3.439,-4.997854233,-1.533980846,0.465402849
3.443,-4.992423534,-1.533980846,0.461721427
3.448,-4.985685349,0,0.458040006
3.453,-4.974266529,0,0.453745015
3.458,-4.959515572,-1.533980846,0.449450023
3.463,-4.941431999,-1.533980846,0.446382172
3.467,-4.920016289,0,0.443314321
3.471,-4.900487423,-1.533980846,0.439939685
3.475,-4.87883091,0,0.436871834
3.479,-4.855051041,-1.533980846,0.433497198
3.484,-4.829152584,-3.067961693,0.429815747
3.488,-4.793809414,0,0.426747895
3.492,-4.763166428,0,0.423373259
3.497,-4.730426788,-1.533980846,0.419385053
3.502,-4.686567783,0,0.414169617
3.509,-4.619722843,-1.533980846,0.40895424
3.516,-4.568119049,0,0.404352434
3.522,-4.490527153,0,0.399750627
3.527,-4.419107437,-1.533980846,0.395455606
3.533,-4.356167793,-1.533980846,0.391160615
3.539,-4.262892723,0,0.387479193
3.544,-4.192631721,-1.533980846,0.383490987
3.549,-4.104380131,-1.533980846,0.379809566
3.557,-4.043192863,0,0.373367078
3.566,-3.88215518,0,0.366924591
3.574,-3.762728453,-1.533980846,0.3626296
3.579,-3.619688034,0,0.358948178
3.587,-3.526832819,-1.533980846,0.354039617
3.594,-3.372903109,0,0.35005141
3.601,-3.232971191,-1.533980846,0.345756419
3.609,-3.10927248,0,0.341154612
3.617,-2.91748476,-1.533980846,0.337166406
3.624,-2.741009951,0,0.33379177
3.632,-2.582207918,0,0.329803563
3.639,-2.395984173,0,0.326735712
3.646,-2.229135513,-1.533980846,0.323667861
3.654,-2.058876276,0,0.321520365
3.661,-1.860411406,0,0.3187593
3.669,-1.683621287,0,0.316918589
3.675,-1.478318572,0,0.315691448
3.679,-1.322273731,0,0.314771093
3.683,-1.217347503,0,0.313850738
3.687,-1.11176002,0,0.312930383
3.692,-1.005559683,-1.533980846,0.312010027
3.698,-0.872022033,0,0.311396457
3.706,-0.710749745,0,0.310476102
3.714,-0.494254977,0,0.310476102
3.721,-0.276458591,0,0.310476102
3.728,-0.085142784,0,0.310169317
3.734,0.079172678,0,0.310169317
3.74,0.271010458,0,0.310169317
3.746,0.435355306,0,0.310169317
3.752,0.599429548,0,0.310169317
3.757,0.763052583,0,0.310169317
3.762,0.898929536,0,0.310169317
3.767,1.03426218,0,0.310169317
3.773,1.168945074,0,0.310169317
3.778,1.32955873,0,0.310169317
3.782,1.462441921,0,0.310169317
3.787,1.594338655,0,0.310169317
3.791,1.69907558,0,0.310169317
3.795,1.803060532,0,0.310169317
3.799,1.906240225,0,0.310169317
3.804,2.008561611,0,0.310169317
3.808,2.135175467,0,0.310169317
3.814,2.260262251,0,0.310169317
3.821,2.383719921,0,0.310169317
3.828,2.55363059,0,0.310169317
3.835,2.719873905,0,0.310169317
3.839,2.88217783,0,0.310169317
